No.,Time,Source,Destination,Protocol,Length,Info,Label
582383,53860.68894,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
582384,53860.68912,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
582454,53865.68892,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
582460,53866.41531,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
582462,53866.41544,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
582469,53866.41578,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
582530,53871.43933,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
582531,53871.43951,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
582576,53876.08747,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
582581,53876.08778,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
582630,53881.08917,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
582631,53881.08937,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
582680,53886.08928,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
582681,53886.13878,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
582684,53886.13899,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
582690,53886.13915,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
582737,53891.13936,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
582741,53891.55502,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
582746,53891.55536,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
582750,53891.55554,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
582798,53896.58944,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
582801,53896.63567,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
582806,53896.63608,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
582810,53896.63627,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
582863,53901.63978,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
582864,53901.63998,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
582910,53906.27324,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
582915,53906.27359,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
582963,53911.28968,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
582964,53911.28987,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
583011,53916.28975,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
583017,53916.65668,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
583021,53916.65688,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
583026,53916.65706,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
583074,53921.68994,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
583075,53921.69016,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
583124,53926.51609,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
583129,53926.51637,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
583182,53931.54008,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
583183,53931.5403,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
583235,53936.54001,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
583240,53936.71258,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
583244,53936.71276,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
583249,53936.71293,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
583296,53941.74016,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
583297,53941.74031,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
583341,53946.39613,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
583346,53946.39647,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
583393,53951.44052,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
583394,53951.44073,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
583443,53956.4406,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
583444,53956.47957,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
583449,53956.47982,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
583453,53956.47998,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
583501,53961.49056,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
583502,53961.49076,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
583553,53966.49057,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
583555,53966.59292,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
583560,53966.59318,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
583564,53966.59338,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
583613,53971.64088,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
583614,53971.64109,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
583663,53976.64095,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
583670,53977.08926,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
583672,53977.08938,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
583679,53977.08962,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
583724,53982.09079,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
583725,53982.09094,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
583771,53986.73364,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
583776,53986.73395,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
583822,53991.74092,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
583823,53991.74111,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
583872,53996.74109,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
583877,53996.95534,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
583882,53996.95554,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
583886,53996.95577,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
583935,54001.99119,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
583936,54001.99138,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
583988,54006.99118,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
583990,54007.07262,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
583994,54007.0728,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
583999,54007.07295,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
584051,54012.0913,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
584052,54012.09151,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
584104,54017.09135,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
584110,54017.51228,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
584115,54017.51274,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
584119,54017.51292,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
584164,54022.54144,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
584165,54022.54163,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
584212,54027.38682,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
584217,54027.38712,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
584266,54032.39168,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
584267,54032.39187,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
584316,54037.29844,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
584321,54037.29875,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
584368,54042.34182,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
584369,54042.34201,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
584420,54047.3419,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
584422,54047.44908,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
584427,54047.44935,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
584431,54047.44951,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
584478,54052.49193,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
584479,54052.49212,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
584526,54057.49201,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
584533,54058.02084,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
584535,54058.02104,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
584542,54058.02126,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
584591,54063.04241,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
584592,54063.04266,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
584643,54068.04234,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
584645,54068.11929,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
584647,54068.11947,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
584654,54068.1197,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
584704,54073.14225,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
584705,54073.14246,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
584750,54077.84638,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
584755,54077.84663,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
584804,54082.89248,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
584805,54082.89269,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
584853,54087.89248,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
584862,54088.62825,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
584864,54088.62845,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
584871,54088.62871,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
584920,54093.64283,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
584921,54093.64305,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
584973,54098.28218,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
584978,54098.28249,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
585023,54103.29274,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
585024,54103.29289,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
585071,54108.03689,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
585076,54108.03724,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
585123,54113.04303,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
585124,54113.04322,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
585173,54118.04326,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
585179,54118.40321,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
585181,54118.40334,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
585188,54118.40361,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
585234,54123.44323,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
585236,54123.44344,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
585283,54128.44336,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
585290,54129.09705,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
585295,54129.09736,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
585299,54129.09754,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
585348,54134.14328,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
585349,54134.14347,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
585398,54139.14333,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
585400,54139.28157,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
585405,54139.2819,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
585409,54139.28217,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
585456,54144.29351,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
585457,54144.29369,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
585499,54148.6308,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
585504,54148.63111,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
585553,54153.64373,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
585554,54153.64391,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
585603,54158.64383,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
585612,54159.74534,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
585617,54159.74553,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
585621,54159.74568,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
585668,54164.79374,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
585669,54164.79397,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
585715,54169.06544,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
585720,54169.06576,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
585770,54174.09386,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
585771,54174.09407,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
585823,54179.09397,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
585827,54179.23935,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
585829,54179.23947,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
585836,54179.23972,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
585883,54184.24424,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
585884,54184.24442,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
585935,54189.2443,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
585941,54189.60205,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
585943,54189.60215,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
585949,54189.60239,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
585994,54194.64443,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
586001,54195.17136,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
586005,54195.17156,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
586010,54195.17173,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
586057,54200.19426,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
586063,54200.64007,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
586068,54200.64026,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
586072,54200.64046,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
586117,54205.64455,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
586118,54205.64473,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
586156,54209.34141,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
586161,54209.34165,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
586208,54214.34443,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
586209,54214.34463,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
586261,54219.34456,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
586262,54219.36741,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
586266,54219.36759,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
586271,54219.36775,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
586319,54224.3947,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
586320,54224.3949,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
586367,54229.27264,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
586372,54229.27294,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
586421,54234.29481,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
586422,54234.295,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
586471,54239.29489,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
586477,54239.91935,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
586479,54239.91947,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
586486,54239.91968,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
586535,54244.94506,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
586536,54244.94525,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
586582,54249.62143,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
586587,54249.62179,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
586639,54254.64528,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
586640,54254.64546,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
586690,54259.53621,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
586695,54259.53654,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
586742,54264.54537,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
586743,54264.54559,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
586801,54269.54538,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
586815,54270.04303,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
586818,54270.04323,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
586824,54270.04346,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
586900,54275.04565,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
586901,54275.04584,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
586973,54280.04579,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
586974,54280.0459,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
587013,54284.00675,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
587018,54284.00705,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
587066,54289.04587,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
587079,54290.3766,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
587084,54290.37679,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
587088,54290.37703,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
587137,54295.39584,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
587138,54295.39599,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
587189,54300.39586,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
587190,54300.41978,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
587194,54300.41998,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
587199,54300.42016,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
587246,54305.44621,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
587247,54305.44646,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
587296,54310.44621,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
587298,54310.59698,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
587301,54310.59714,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
587307,54310.59736,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
587358,54315.59616,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
587359,54315.59634,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
587406,54320.46366,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
587411,54320.46391,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
587460,54325.49628,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
587461,54325.49648,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
587515,54330.49633,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
587516,54330.53601,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
587520,54330.53622,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
587525,54330.53644,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
587577,54335.54645,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
587578,54335.54662,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
587629,54340.5465,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
587638,54341.15971,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
587640,54341.1599,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
587647,54341.16011,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
587694,54346.1966,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
587695,54346.1968,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
587741,54350.95981,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
587746,54350.96011,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
587796,54355.99679,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
587797,54355.99698,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
587844,54360.85419,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
587849,54360.85443,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
587896,54365.89696,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
587897,54365.89712,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
587946,54370.89699,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
587951,54371.18063,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
